Customer ID,Industry,Metric,Product,Value
Z1216,"Arts, Media & Entertainment",ARR,Prod1,17675
Z1279,"Arts, Media & Entertainment",Qty,Prod1,2275
Z1279,"Arts, Media & Entertainment",ARR,Prod1,74208
Z1326,"Arts, Media & Entertainment",Qty,Prod2,70
Z1326,"Arts, Media & Entertainment",ARR,Prod2,617
Z1352,"Arts, Media & Entertainment",Qty,Prod2,5600
Z1352,"Arts, Media & Entertainment",ARR,Prod2,109760
Z1413,"Arts, Media & Entertainment",Qty,Prod2,5250
Z1413,"Arts, Media & Entertainment",ARR,Prod2,67473
Z1421,"Arts, Media & Entertainment",Qty,Prod2,438
Z1421,"Arts, Media & Entertainment",ARR,Prod2,13472
Z1439,"Arts, Media & Entertainment",Qty,Prod2,1750
Z1439,"Arts, Media & Entertainment",ARR,Prod2,23502
Z1490,"Arts, Media & Entertainment",Qty,Prod2,3500
Z1490,"Arts, Media & Entertainment",ARR,Prod2,30694
Z1506,"Arts, Media & Entertainment",Qty,Prod2,1050
Z1506,"Arts, Media & Entertainment",ARR,Prod2,9261
Z1647,"Arts, Media & Entertainment",Qty,Prod2,0
Z1647,"Arts, Media & Entertainment",ARR,Prod2,0
Z1695,"Arts, Media & Entertainment",Qty,Prod2,739
Z1695,"Arts, Media & Entertainment",ARR,Prod2,16402
Z1717,"Arts, Media & Entertainment",Qty,Prod2,1820
Z1717,"Arts, Media & Entertainment",ARR,Prod2,14283
Z1751,"Arts, Media & Entertainment",Qty,Prod2,595
Z1751,"Arts, Media & Entertainment",ARR,Prod2,13143
Z1791,"Arts, Media & Entertainment",Qty,Prod2,700
Z1791,"Arts, Media & Entertainment",ARR,Prod2,10472
Z1823,"Arts, Media & Entertainment",Qty,Prod2,2450
Z1823,"Arts, Media & Entertainment",ARR,Prod2,38514
Z724,"Arts, Media & Entertainment",Qty,Prod2,0
Z724,"Arts, Media & Entertainment",ARR,Prod2,0
Z1883,"Arts, Media & Entertainment",Qty,Prod2,0
Z1883,"Arts, Media & Entertainment",ARR,Prod2,0
Z1901,"Arts, Media & Entertainment",Qty,Prod2,6650
Z1901,"Arts, Media & Entertainment",ARR,Prod2,85466
Z1902,"Arts, Media & Entertainment",Qty,Prod2,8750
Z1902,"Arts, Media & Entertainment",ARR,Prod2,126315
Z1918,"Arts, Media & Entertainment",Qty,Prod2,2800
Z1918,"Arts, Media & Entertainment",ARR,Prod2,61085
Z1920,"Arts, Media & Entertainment",Qty,Prod2,53
Z1920,"Arts, Media & Entertainment",ARR,Prod2,1837
Z2004,"Arts, Media & Entertainment",Qty,Prod2,3325
Z2004,"Arts, Media & Entertainment",ARR,Prod2,29870
Z2015,"Arts, Media & Entertainment",Qty,Prod2,700
Z2015,"Arts, Media & Entertainment",ARR,Prod2,13890
Z1037,"Arts, Media & Entertainment",Qty,Prod2,0
Z1037,"Arts, Media & Entertainment",ARR,Prod2,0
Z2055,"Arts, Media & Entertainment",Qty,Prod2,6370
Z2055,"Arts, Media & Entertainment",ARR,Prod2,58639
Z2094,"Arts, Media & Entertainment",Qty,Prod2,3500
Z2094,"Arts, Media & Entertainment",ARR,Prod2,33334
Z2149,"Arts, Media & Entertainment",Qty,Prod2,228
Z2149,"Arts, Media & Entertainment",ARR,Prod2,6529
Z2222,"Arts, Media & Entertainment",Qty,Prod2,2275
Z2222,"Arts, Media & Entertainment",ARR,Prod2,50783
Z2249,"Arts, Media & Entertainment",Qty,Prod3,1750
Z2249,"Arts, Media & Entertainment",ARR,Prod3,92516
Z2265,"Arts, Media & Entertainment",Qty,Prod3,875
Z2265,"Arts, Media & Entertainment",ARR,Prod3,57951
Z2271,"Arts, Media & Entertainment",Qty,Prod3,1050
Z2271,"Arts, Media & Entertainment",ARR,Prod3,64544
Z2316,"Arts, Media & Entertainment",Qty,Prod3,95
Z2316,"Arts, Media & Entertainment",ARR,Prod3,10597
Z2355,"Arts, Media & Entertainment",Qty,Prod3,210
Z2355,"Arts, Media & Entertainment",ARR,Prod3,33911
Z2370,"Arts, Media & Entertainment",Qty,Prod3,21
Z2370,"Arts, Media & Entertainment",ARR,Prod3,542
Z2421,"Arts, Media & Entertainment",Qty,Prod3,245
Z2421,"Arts, Media & Entertainment",ARR,Prod3,18316
Z2424,"Arts, Media & Entertainment",Qty,Prod3,2450
Z2424,"Arts, Media & Entertainment",ARR,Prod3,28103
Z2440,"Arts, Media & Entertainment",Qty,Prod3,14
Z2440,"Arts, Media & Entertainment",ARR,Prod3,2331
Z2470,"Arts, Media & Entertainment",Qty,Prod4,280
Z2470,"Arts, Media & Entertainment",ARR,Prod4,27300
Z397,"Arts, Media & Entertainment",Qty,Prod4,175
Z397,"Arts, Media & Entertainment",ARR,Prod4,17063
Z845,"Arts, Media & Entertainment",Qty,Prod4,1400
Z845,"Arts, Media & Entertainment",ARR,Prod4,119443
Z2489,"Arts, Media & Entertainment",Qty,Prod4,350
Z2489,"Arts, Media & Entertainment",ARR,Prod4,23460
Z1094,"Arts, Media & Entertainment",Qty,Prod4,350
Z1094,"Arts, Media & Entertainment",ARR,Prod4,17063
Z2094,"Arts, Media & Entertainment",Qty,Prod4,350
Z2094,"Arts, Media & Entertainment",ARR,Prod4,23496
Z2265,"Arts, Media & Entertainment",Qty,Prod5,875
Z2265,"Arts, Media & Entertainment",ARR,Prod5,25979
Z577,"Arts, Media & Entertainment",Qty,Prod5,175
Z577,"Arts, Media & Entertainment",ARR,Prod5,9421
Z927,"Arts, Media & Entertainment",Qty,Prod5,980
Z927,"Arts, Media & Entertainment",ARR,Prod5,42554
Z2539,"Arts, Media & Entertainment",Qty,Prod5,875
Z2539,"Arts, Media & Entertainment",ARR,Prod5,25979
Z1135,"Arts, Media & Entertainment",Qty,Prod5,175
Z1135,"Arts, Media & Entertainment",ARR,Prod5,9837
Z662,Education,Qty,Prod1,802
Z662,Education,ARR,Prod1,27179
Z808,Education,Qty,Prod1,378
Z808,Education,ARR,Prod1,15816
Z966,Education,Qty,Prod1,1050
Z966,Education,ARR,Prod1,58918
Z971,Education,Qty,Prod1,3500
Z971,Education,ARR,Prod1,93513
Z1189,Education,Qty,Prod1,595
Z1189,Education,ARR,Prod1,25040
Z1231,Education,Qty,Prod1,0
Z1231,Education,ARR,Prod1,0
Z1258,Education,Qty,Prod1,5250
Z1258,Education,ARR,Prod1,105210
Z1374,Education,Qty,Prod2,1050
Z1374,Education,ARR,Prod2,9261
Z1440,Education,Qty,Prod2,1750
Z1440,Education,ARR,Prod2,21609
Z1446,Education,Qty,Prod2,350
Z1446,Education,ARR,Prod2,12980
Z1483,Education,Qty,Prod2,1260
Z1483,Education,ARR,Prod2,21527
Z1501,Education,Qty,Prod2,980
Z1501,Education,ARR,Prod2,23716
Z1847,Education,Qty,Prod2,53
Z1847,Education,ARR,Prod2,2276
Z1878,Education,Qty,Prod2,70
Z1878,Education,ARR,Prod2,2267
Z1928,Education,Qty,Prod2,245
Z1928,Education,ARR,Prod2,10988
Z2081,Education,Qty,Prod2,4550
Z2081,Education,ARR,Prod2,84275
Z2082,Education,Qty,Prod2,175
Z2082,Education,ARR,Prod2,7779
Z2187,Education,Qty,Prod2,875
Z2187,Education,ARR,Prod2,23700
Z2245,Education,Qty,Prod3,6300
Z2245,Education,ARR,Prod3,277077
Z2475,Education,Qty,Prod4,700
Z2475,Education,ARR,Prod4,42658
Z966,Education,Qty,Prod4,1050
Z966,Education,ARR,Prod4,102379
Z1446,Education,Qty,Prod5,350
Z1446,Education,ARR,Prod5,18497
Z1928,Education,Qty,Prod5,245
Z1928,Education,ARR,Prod5,13700
Z2544,Education,Qty,Prod5,1050
Z2544,Education,ARR,Prod5,40527
Z85,"Energy, Utilities, Oil & Gas",Qty,Prod1,105
Z85,"Energy, Utilities, Oil & Gas",ARR,Prod1,8155
Z122,"Energy, Utilities, Oil & Gas",Qty,Prod1,6300
Z122,"Energy, Utilities, Oil & Gas",ARR,Prod1,151515
Z157,"Energy, Utilities, Oil & Gas",Qty,Prod1,5950
Z157,"Energy, Utilities, Oil & Gas",ARR,Prod1,141377
Z210,"Energy, Utilities, Oil & Gas",Qty,Prod1,578
Z210,"Energy, Utilities, Oil & Gas",ARR,Prod1,23089
Z266,"Energy, Utilities, Oil & Gas",Qty,Prod1,1750
Z266,"Energy, Utilities, Oil & Gas",ARR,Prod1,55556
Z289,"Energy, Utilities, Oil & Gas",Qty,Prod1,5600
Z289,"Energy, Utilities, Oil & Gas",ARR,Prod1,119697
Z399,"Energy, Utilities, Oil & Gas",Qty,Prod1,1754
Z399,"Energy, Utilities, Oil & Gas",ARR,Prod1,51028
Z404,"Energy, Utilities, Oil & Gas",Qty,Prod1,350
Z404,,,,12859
Z405,"Energy, Utilities, Oil & Gas",Qty,Prod1,1575
Z405,"Energy, Utilities, Oil & Gas",ARR,Prod1,50501
Z503,"Energy, Utilities, Oil & Gas",Qty,Prod1,3500
Z503,"Energy, Utilities, Oil & Gas",ARR,Prod1,140270
Z528,"Energy, Utilities, Oil & Gas",Qty,Prod1,4550
Z528,"Energy, Utilities, Oil & Gas",ARR,Prod1,96240
Z588,"Energy, Utilities, Oil & Gas",Qty,Prod1,0
Z588,"Energy, Utilities, Oil & Gas",ARR,Prod1,0
Z595,"Energy, Utilities, Oil & Gas",Qty,Prod1,210
Z595,"Energy, Utilities, Oil & Gas",ARR,Prod1,17102
Z660,"Energy, Utilities, Oil & Gas",Qty,Prod1,0
Z660,"Energy, Utilities, Oil & Gas",ARR,Prod1,0
Z692,"Energy, Utilities, Oil & Gas",Qty,Prod1,875
Z692,"Energy, Utilities, Oil & Gas",ARR,Prod1,34493
Z715,"Energy, Utilities, Oil & Gas",Qty,Prod1,0
Z715,"Energy, Utilities, Oil & Gas",ARR,Prod1,0
Z802,"Energy, Utilities, Oil & Gas",Qty,Prod1,350
Z802,"Energy, Utilities, Oil & Gas",ARR,Prod1,14729
Z816,"Energy, Utilities, Oil & Gas",Qty,Prod1,770
Z816,"Energy, Utilities, Oil & Gas",ARR,Prod1,35104
Z823,"Energy, Utilities, Oil & Gas",Qty,Prod1,3850
Z823,"Energy, Utilities, Oil & Gas",ARR,Prod1,137137
Z860,"Energy, Utilities, Oil & Gas",Qty,Prod1,875
Z860,"Energy, Utilities, Oil & Gas",ARR,Prod1,24570
Z885,"Energy, Utilities, Oil & Gas",Qty,Prod1,0
Z885,"Energy, Utilities, Oil & Gas",ARR,Prod1,0
Z902,"Energy, Utilities, Oil & Gas",Qty,Prod1,613
Z902,"Energy, Utilities, Oil & Gas",ARR,Prod1,29264
Z913,"Energy, Utilities, Oil & Gas",Qty,Prod1,385
Z913,"Energy, Utilities, Oil & Gas",ARR,Prod1,11072
Z933,"Energy, Utilities, Oil & Gas",Qty,Prod1,1785
Z933,"Energy, Utilities, Oil & Gas",ARR,Prod1,66092
Z978,"Energy, Utilities, Oil & Gas",Qty,Prod1,5250
Z978,"Energy, Utilities, Oil & Gas",ARR,Prod1,151965
Z989,"Energy, Utilities, Oil & Gas",Qty,Prod1,3500
Z989,"Energy, Utilities, Oil & Gas",ARR,Prod1,54051
Z1025,"Energy, Utilities, Oil & Gas",Qty,Prod1,5600
Z1025,"Energy, Utilities, Oil & Gas",ARR,Prod1,112235
Z1034,"Energy, Utilities, Oil & Gas",Qty,Prod1,350
Z1034,"Energy, Utilities, Oil & Gas",ARR,Prod1,23321
Z1041,"Energy, Utilities, Oil & Gas",Qty,Prod1,875
Z1041,"Energy, Utilities, Oil & Gas",ARR,Prod1,40416
Z1045,"Energy, Utilities, Oil & Gas",Qty,Prod1,350
Z1045,"Energy, Utilities, Oil & Gas",ARR,Prod1,4321
Z1046,"Energy, Utilities, Oil & Gas",Qty,Prod1,3850
Z1046,"Energy, Utilities, Oil & Gas",ARR,Prod1,105028
Z1083,"Energy, Utilities, Oil & Gas",Qty,Prod1,2450
Z1083,"Energy, Utilities, Oil & Gas",ARR,Prod1,76482
Z1087,"Energy, Utilities, Oil & Gas",Qty,Prod1,840
Z1087,"Energy, Utilities, Oil & Gas",ARR,Prod1,39278
Z1107,"Energy, Utilities, Oil & Gas",Qty,Prod1,700
Z1107,"Energy, Utilities, Oil & Gas",ARR,Prod1,23297
Z1151,"Energy, Utilities, Oil & Gas",Qty,Prod1,2275
Z1151,"Energy, Utilities, Oil & Gas",ARR,Prod1,54589
Z1268,"Energy, Utilities, Oil & Gas",Qty,Prod1,3500
Z1268,"Energy, Utilities, Oil & Gas",ARR,Prod1,79493
Z1302,"Energy, Utilities, Oil & Gas",Qty,Prod2,350
Z1302,"Energy, Utilities, Oil & Gas",ARR,Prod2,11730
Z1335,"Energy, Utilities, Oil & Gas",Qty,Prod2,4673
Z1335,"Energy, Utilities, Oil & Gas",ARR,Prod2,95483
Z1469,"Energy, Utilities, Oil & Gas",Qty,Prod2,1750
Z1469,"Energy, Utilities, Oil & Gas",ARR,Prod2,24626
Z1563,"Energy, Utilities, Oil & Gas",Qty,Prod2,5600
Z1563,"Energy, Utilities, Oil & Gas",ARR,Prod2,70560
Z1566,"Energy, Utilities, Oil & Gas",Qty,Prod2,144
Z1566,"Energy, Utilities, Oil & Gas",ARR,Prod2,7087
Z1573,"Energy, Utilities, Oil & Gas",Qty,Prod2,350
Z1573,"Energy, Utilities, Oil & Gas",ARR,Prod2,6742
Z1574,"Energy, Utilities, Oil & Gas",Qty,Prod2,5355
Z1574,"Energy, Utilities, Oil & Gas",ARR,Prod2,67473
Z1620,"Energy, Utilities, Oil & Gas",Qty,Prod2,3500
Z1620,"Energy, Utilities, Oil & Gas",ARR,Prod2,38942
Z1674,"Energy, Utilities, Oil & Gas",Qty,Prod2,2100
Z1674,"Energy, Utilities, Oil & Gas",ARR,Prod2,33342
Z1679,"Energy, Utilities, Oil & Gas",Qty,Prod2,700
Z1679,"Energy, Utilities, Oil & Gas",ARR,Prod2,15754
Z1721,"Energy, Utilities, Oil & Gas",Qty,Prod2,3500
Z1721,"Energy, Utilities, Oil & Gas",ARR,Prod2,69458
Z1779,"Energy, Utilities, Oil & Gas",Qty,Prod2,525
Z1779,"Energy, Utilities, Oil & Gas",ARR,Prod2,9626
Z1782,"Energy, Utilities, Oil & Gas",Qty,Prod2,2800
Z1782,"Energy, Utilities, Oil & Gas",ARR,Prod2,40219
Z1815,"Energy, Utilities, Oil & Gas",Qty,Prod2,697
Z1815,"Energy, Utilities, Oil & Gas",ARR,Prod2,24258
Z1861,"Energy, Utilities, Oil & Gas",Qty,Prod2,455
Z1861,"Energy, Utilities, Oil & Gas",ARR,Prod2,16968
Z1869,"Energy, Utilities, Oil & Gas",Qty,Prod2,1750
Z1869,"Energy, Utilities, Oil & Gas",ARR,Prod2,23573
Z1872,"Energy, Utilities, Oil & Gas",Qty,Prod2,123
Z1872,"Energy, Utilities, Oil & Gas",ARR,Prod2,3423
Z1888,"Energy, Utilities, Oil & Gas",Qty,Prod2,315
Z1888,"Energy, Utilities, Oil & Gas",ARR,Prod2,7460
Z2028,"Energy, Utilities, Oil & Gas",Qty,Prod2,298
Z2028,"Energy, Utilities, Oil & Gas",ARR,Prod2,13602
Z2034,"Energy, Utilities, Oil & Gas",Qty,Prod2,1750
Z2034,"Energy, Utilities, Oil & Gas",ARR,Prod2,30127
Z2170,"Energy, Utilities, Oil & Gas",Qty,Prod2,438
Z2170,"Energy, Utilities, Oil & Gas",ARR,Prod2,13673
Z2182,"Energy, Utilities, Oil & Gas",Qty,Prod2,2100
Z2182,"Energy, Utilities, Oil & Gas",ARR,Prod2,38822
Z2260,"Energy, Utilities, Oil & Gas",Qty,Prod3,263
Z2260,"Energy, Utilities, Oil & Gas",ARR,Prod3,24108
Z2268,"Energy, Utilities, Oil & Gas",Qty,Prod3,5250
Z2268,"Energy, Utilities, Oil & Gas",ARR,Prod3,176631
Z2297,"Energy, Utilities, Oil & Gas",Qty,Prod3,3500
Z2297,"Energy, Utilities, Oil & Gas",ARR,Prod3,144235
Z2341,"Energy, Utilities, Oil & Gas",Qty,Prod3,6545
Z2341,"Energy, Utilities, Oil & Gas",ARR,Prod3,254862
Z2409,"Energy, Utilities, Oil & Gas",Qty,Prod3,2450
Z2409,"Energy, Utilities, Oil & Gas",ARR,Prod3,171363
Z802,"Energy, Utilities, Oil & Gas",Qty,Prod4,350
Z802,"Energy, Utilities, Oil & Gas",ARR,Prod4,29861
Z902,"Energy, Utilities, Oil & Gas",Qty,Prod4,613
Z902,"Energy, Utilities, Oil & Gas",ARR,Prod4,52272
Z933,"Energy, Utilities, Oil & Gas",Qty,Prod4,1785
Z933,"Energy, Utilities, Oil & Gas",ARR,Prod4,114424
Z2495,"Energy, Utilities, Oil & Gas",Qty,Prod4,175
Z2495,"Energy, Utilities, Oil & Gas",ARR,Prod4,18551
Z1268,"Energy, Utilities, Oil & Gas",Qty,Prod4,2625
Z1268,"Energy, Utilities, Oil & Gas",ARR,Prod4,129546
Z399,"Energy, Utilities, Oil & Gas",Qty,Prod5,1754
Z399,"Energy, Utilities, Oil & Gas",ARR,Prod5,41229
Z1679,"Energy, Utilities, Oil & Gas",Qty,Prod5,700
Z1679,"Energy, Utilities, Oil & Gas",ARR,Prod5,20513
Z2526,"Energy, Utilities, Oil & Gas",Qty,Prod5,543
Z2526,"Energy, Utilities, Oil & Gas",ARR,Prod5,16107
Z1087,"Energy, Utilities, Oil & Gas",Qty,Prod5,840
Z1087,"Energy, Utilities, Oil & Gas",ARR,Prod5,39897
Z1,Finance & Insurance,Qty,Prod1,1225
Z1,Finance & Insurance,ARR,Prod1,52605
Z42,Finance & Insurance,Qty,Prod1,350
Z42,Finance & Insurance,ARR,Prod1,15197
Z45,Finance & Insurance,Qty,Prod1,1750
Z45,Finance & Insurance,ARR,Prod1,42831
Z46,Finance & Insurance,Qty,Prod1,1015
Z46,Finance & Insurance,ARR,Prod1,65433
Z48,Finance & Insurance,Qty,Prod1,1089
Z48,Finance & Insurance,ARR,Prod1,30565
Z55,Finance & Insurance,Qty,Prod1,193
Z55,Finance & Insurance,ARR,Prod1,12511
Z62,Finance & Insurance,Qty,Prod1,0
Z62,Finance & Insurance,ARR,Prod1,0
Z66,Finance & Insurance,Qty,Prod1,144
Z66,Finance & Insurance,ARR,Prod1,12271
Z69,Finance & Insurance,Qty,Prod1,735
Z69,Finance & Insurance,ARR,Prod1,43052
Z70,Finance & Insurance,Qty,Prod1,245
Z70,Finance & Insurance,ARR,Prod1,13618
Z71,Finance & Insurance,Qty,Prod1,0
Z71,Finance & Insurance,ARR,Prod1,0
Z81,Finance & Insurance,Qty,Prod1,193
Z81,Finance & Insurance,ARR,Prod1,16461
Z83,Finance & Insurance,Qty,Prod1,49
Z83,Finance & Insurance,ARR,Prod1,4083
Z88,Finance & Insurance,Qty,Prod1,88
Z88,Finance & Insurance,ARR,Prod1,7361
Z94,Finance & Insurance,Qty,Prod1,210
Z94,Finance & Insurance,ARR,Prod1,12827
Z97,Finance & Insurance,Qty,Prod1,350
Z97,Finance & Insurance,ARR,Prod1,17535
Z107,Finance & Insurance,Qty,Prod1,2975
Z107,Finance & Insurance,ARR,Prod1,85256
Z111,Finance & Insurance,Qty,Prod1,875
Z111,Finance & Insurance,ARR,Prod1,46034
Z113,Finance & Insurance,Qty,Prod1,1505
Z113,Finance & Insurance,ARR,Prod1,60128
Z119,Finance & Insurance,Qty,Prod1,735
Z119,Finance & Insurance,ARR,Prod1,41285
Z120,Finance & Insurance,Qty,Prod1,0
Z120,Finance & Insurance,ARR,Prod1,0
Z124,Finance & Insurance,Qty,Prod1,368
Z124,Finance & Insurance,ARR,Prod1,13789
Z126,Finance & Insurance,Qty,Prod1,700
Z126,Finance & Insurance,ARR,Prod1,36750
Z128,Finance & Insurance,Qty,Prod1,175
Z128,Finance & Insurance,ARR,Prod1,13935
Z129,Finance & Insurance,Qty,Prod1,67
Z129,Finance & Insurance,ARR,Prod1,6018
Z135,Finance & Insurance,Qty,Prod1,2450
Z135,Finance & Insurance,ARR,Prod1,66666
Z136,Finance & Insurance,Qty,Prod1,1050
Z136,Finance & Insurance,ARR,Prod1,31563
Z138,Finance & Insurance,Qty,Prod1,420
Z138,Finance & Insurance,ARR,Prod1,22981
Z139,Finance & Insurance,Qty,Prod1,455
Z139,Finance & Insurance,ARR,Prod1,6434
Z141,Finance & Insurance,Qty,Prod1,350
Z141,Finance & Insurance,ARR,Prod1,19628
Z143,Finance & Insurance,Qty,Prod1,613
Z143,Finance & Insurance,ARR,Prod1,29320
Z148,Finance & Insurance,Qty,Prod1,0
Z148,Finance & Insurance,ARR,Prod1,0
Z149,Finance & Insurance,Qty,Prod1,350
Z149,Finance & Insurance,ARR,Prod1,12520
Z150,Finance & Insurance,Qty,Prod1,3532
Z150,Finance & Insurance,ARR,Prod1,102767
Z152,Finance & Insurance,Qty,Prod1,88
Z152,Finance & Insurance,ARR,Prod1,5752
Z154,Finance & Insurance,Qty,Prod1,875
Z154,Finance & Insurance,ARR,Prod1,31914
Z156,Finance & Insurance,Qty,Prod1,77
Z156,Finance & Insurance,ARR,Prod1,6349
Z158,Finance & Insurance,Qty,Prod1,228
Z158,Finance & Insurance,ARR,Prod1,17370
Z159,Finance & Insurance,Qty,Prod1,4550
Z159,Finance & Insurance,ARR,Prod1,141260
Z166,Finance & Insurance,Qty,Prod1,613
Z166,Finance & Insurance,ARR,Prod1,30931
Z172,Finance & Insurance,Qty,Prod1,945
Z172,Finance & Insurance,ARR,Prod1,16201
Z173,Finance & Insurance,Qty,Prod1,2625
Z173,Finance & Insurance,ARR,Prod1,97222
Z174,Finance & Insurance,Qty,Prod1,1750
Z174,Finance & Insurance,ARR,Prod1,60042
Z175,Finance & Insurance,Qty,Prod1,525
Z175,Finance & Insurance,ARR,Prod1,22796
Z177,Finance & Insurance,Qty,Prod1,123
Z177,Finance & Insurance,ARR,Prod1,11915
Z182,Finance & Insurance,Qty,Prod1,788
Z182,Finance & Insurance,ARR,Prod1,36453
Z184,Finance & Insurance,Qty,Prod1,140
Z184,Finance & Insurance,ARR,Prod1,9577
Z186,Finance & Insurance,Qty,Prod1,525
Z186,Finance & Insurance,ARR,Prod1,25777
Z189,Finance & Insurance,Qty,Prod1,2100
Z189,Finance & Insurance,ARR,Prod1,68355
Z190,Finance & Insurance,Qty,Prod1,4900
Z190,Finance & Insurance,ARR,Prod1,89399
Z196,Finance & Insurance,Qty,Prod1,700
Z196,Finance & Insurance,ARR,Prod1,34369
Z207,Finance & Insurance,Qty,Prod1,1943
Z207,Finance & Insurance,ARR,Prod1,57867
Z217,Finance & Insurance,Qty,Prod1,263
Z217,Finance & Insurance,ARR,Prod1,17958
Z225,Finance & Insurance,Qty,Prod1,3150
Z225,Finance & Insurance,ARR,Prod1,128667
Z226,Finance & Insurance,Qty,Prod1,2100
Z226,Finance & Insurance,ARR,Prod1,55556
Z227,Finance & Insurance,Qty,Prod1,350
Z227,Finance & Insurance,ARR,Prod1,24426
Z234,Finance & Insurance,Qty,Prod1,2450
Z234,Finance & Insurance,ARR,Prod1,60178
Z241,Finance & Insurance,Qty,Prod1,175
Z241,Finance & Insurance,ARR,Prod1,15619
Z246,Finance & Insurance,Qty,Prod1,0
Z246,Finance & Insurance,ARR,Prod1,0
Z247,Finance & Insurance,Qty,Prod1,1960
Z247,Finance & Insurance,ARR,Prod1,64815
Z248,Finance & Insurance,Qty,Prod1,2310
Z248,Finance & Insurance,ARR,Prod1,72118
Z251,Finance & Insurance,Qty,Prod1,515
Z251,Finance & Insurance,ARR,Prod1,30543
Z255,Finance & Insurance,Qty,Prod1,875
Z255,Finance & Insurance,ARR,Prod1,27615
Z256,Finance & Insurance,Qty,Prod1,1453
